000 663.117 (0.0101185)
001 444.005 (0.00677509)
002 491.858 (0.00750528)
003 1310.27 (0.0199935)
004 2256.89 (0.034438)
005 1803.09 (0.0275134)
006 1516.55 (0.0231411)
007 1598.67 (0.0243942)
008 1858.71 (0.0283622)
009 2223.01 (0.033921)
010 700.401 (0.0106874)
011 952.67 (0.0145368)
012 581.559 (0.00887402)
013 1729.23 (0.0263863)
014 1794.92 (0.0273887)
015 1473.86 (0.0224896)
016 1542.68 (0.0235398)
017 1670.69 (0.025493)
018 2057.72 (0.0313988)
019 1704.78 (0.0260133)
020 1005.81 (0.0153477)
021 978.437 (0.01493)
022 1041.83 (0.0158973)
023 1582.87 (0.0241531)
024 1814.94 (0.0276942)
025 2154.58 (0.0328768)
026 2024.6 (0.0308934)
027 2084.95 (0.0318142)
028 2039.26 (0.0311171)
029 1855.05 (0.0283063)
030 1265.58 (0.0193115)
031 1193.44 (0.0182107)
032 1084.53 (0.0165488)
033 2912.7 (0.044445)
034 2135.77 (0.0325898)
035 3241.56 (0.049463)
036 2975.09 (0.045397)
037 2228.14 (0.0339993)
038 2188.45 (0.0333936)
039 1984.86 (0.0302871)
040 3047.18 (0.046497)
041 2283.57 (0.0348451)
042 4224.95 (0.0644686)
043 10156.6 (0.15498)
044 8965.42 (0.136804)
045 9607.28 (0.146598)
046 4589.38 (0.0700294)
047 2703.76 (0.0412568)
048 2095.38 (0.0319735)
049 1186.19 (0.0181001)
050 15181 (0.231648)
051 8590.68 (0.131085)
052 1106.21 (0.0168797)
053 999.435 (0.0152504)
054 5902.96 (0.0900734)
055 6872.89 (0.104874)
056 2735.33 (0.0417384)
057 2217.17 (0.0338319)
058 1835.51 (0.0280081)
059 1580.42 (0.0241156)
060 3246.87 (0.0495441)
061 2151.85 (0.0328351)
062 408.227 (0.00622915)
063 465.524 (0.00710345)
064 882.843 (0.0134713)
065 1661.59 (0.0253543)
066 2251.59 (0.034357)
067 2101.23 (0.0320627)
068 2161.92 (0.0329888)
069 1933.3 (0.0295003)
070 627.246 (0.00957116)
071 131.735 (0.00201014)
072 651.126 (0.00993555)
073 279.783 (0.00426922)
074 444.535 (0.00678317)
075 630.983 (0.00962818)
076 557.67 (0.0085095)
077 839.08 (0.0128035)
078 1338.59 (0.0204255)
079 1513.59 (0.023096)
080 308.116 (0.00470154)
081 137.005 (0.00209057)
082 217.652 (0.00332116)
083 753.738 (0.0115013)
084 623.203 (0.00950946)
085 227.357 (0.00346924)
086 241.607 (0.00368668)
087 300.53 (0.0045858)
088 447.389 (0.00682672)
089 1377.06 (0.0210126)
090 264.594 (0.00403745)
091 255.912 (0.00390497)
092 175.767 (0.00268204)
093 284.607 (0.00434283)
094 166.063 (0.00253396)
095 226.52 (0.00345648)
096 171.278 (0.00261353)
097 1171.32 (0.0178732)
098 1066.61 (0.0162755)
099 224.726 (0.0034291)
