000 625.908 (0.00955074)
001 397.222 (0.00606121)
002 437.145 (0.00667041)
003 1251.3 (0.0190937)
004 1881.7 (0.0287129)
005 1683.23 (0.0256844)
006 1394.78 (0.021283)
007 1584.66 (0.0241803)
008 1812.41 (0.0276557)
009 2138.47 (0.0326309)
010 598.375 (0.00913061)
011 900.699 (0.0137438)
012 578.352 (0.00882509)
013 1668.15 (0.0254543)
014 1558.51 (0.0237813)
015 1256.6 (0.0191745)
016 1360.73 (0.0207634)
017 1657.9 (0.025298)
018 1890.96 (0.0288542)
019 1641.72 (0.0250511)
020 912.607 (0.0139255)
021 949.965 (0.0144955)
022 1049 (0.0160067)
023 1526.73 (0.0232964)
024 1732.8 (0.0264408)
025 1886.97 (0.0287933)
026 1736.58 (0.0264985)
027 1856.87 (0.0283341)
028 1969.42 (0.0300515)
029 1844.37 (0.0281433)
030 1309.65 (0.019984)
031 1144.91 (0.0174702)
032 1127.55 (0.0172054)
033 2022.28 (0.030858)
034 1671.01 (0.025498)
035 2168.59 (0.0330905)
036 2007.64 (0.0306346)
037 1998.99 (0.0305026)
038 2033.9 (0.0310353)
039 1818.39 (0.0277469)
040 3300.88 (0.0503682)
041 2068.05 (0.0315564)
042 1500.68 (0.0228989)
043 1705.69 (0.0260272)
044 1595.66 (0.0243482)
045 1527.94 (0.0233148)
046 1699.92 (0.0259391)
047 2212.16 (0.0337554)
048 2102.51 (0.0320822)
049 1189.48 (0.0181503)
050 19352.7 (0.295303)
051 5210.88 (0.0795129)
052 1066.81 (0.0162785)
053 887.453 (0.0135417)
054 1446.92 (0.0220785)
055 1603.19 (0.0244631)
056 1434.25 (0.0218852)
057 1845.06 (0.0281538)
058 1741.66 (0.026576)
059 1558.58 (0.0237825)
060 2006.68 (0.03062)
061 1791.08 (0.0273301)
062 509.427 (0.00777335)
063 415.933 (0.00634673)
064 568.945 (0.00868155)
065 974.384 (0.0148681)
066 1531.51 (0.0233693)
067 1697.71 (0.0259054)
068 2104.57 (0.0321137)
069 1913.1 (0.0291921)
070 514.697 (0.00785378)
071 189.794 (0.00289607)
072 661.965 (0.0101009)
073 267.318 (0.00407901)
074 317.374 (0.00484281)
075 419.884 (0.00640702)
076 332.572 (0.00507472)
077 738.596 (0.0112703)
078 1314.85 (0.0200633)
079 1463.12 (0.0223258)
080 289.069 (0.00441091)
081 181.345 (0.00276714)
082 232.014 (0.00354031)
083 707.401 (0.0107942)
084 550.475 (0.00839971)
085 151.674 (0.00231439)
086 156.693 (0.00239098)
087 247.379 (0.00377477)
088 409.073 (0.00624206)
089 1341.89 (0.0204759)
090 254.964 (0.00389051)
091 232.014 (0.00354031)
092 201.227 (0.00307053)
093 263.525 (0.00402114)
094 133.185 (0.00203227)
095 177.942 (0.00271523)
096 117.122 (0.00178717)
097 248.969 (0.00379902)
098 500.224 (0.00763293)
099 213.256 (0.00325407)
